Date;Heures;Consommation;Prevision J-1;Prevision J;Fioul;Charbon;Gaz;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Enr thermique;Ech. physiques
30/07/2013;12:00;52521;51900;52200;337;1567;845;40745;3071;2125;8976;-18;682;-5812
30/07/2013;13:00;52585;52600;53100;337;1555;762;40566;3202;2266;8384;-24;686;-5152
30/07/2013;14:00;51786;51300;51600;336;1430;795;40899;3319;2307;8549;-470;688;-6069
30/07/2013;15:00;50861;50600;50600;336;1285;777;40828;3209;2201;7748;-482;675;-5720
30/07/2013;16:00;49815;49200;49200;337;1376;742;41300;3418;2037;7519;-1202;681;-6396
30/07/2013;17:00;48789;47800;47800;337;1210;845;40707;3646;1695;7556;-1308;688;-6589
30/07/2013;18:00;48278;47500;47500;338;1251;766;41203;3757;1317;7747;-431;699;-8372
30/07/2013;19:00;49022;48600;48600;337;1269;775;41749;3657;791;8764;-25;703;-9001
30/07/2013;20:00;47615;46500;46500;337;1196;589;41735;3239;270;9775;-22;709;-10217
30/07/2013;21:00;44890;44300;44300;338;1075;593;41163;3079;30;9103;-21;710;-11183
30/07/2013;22:00;45216;44700;44700;337;1132;561;41201;2974;0;9096;-33;708;-10762
30/07/2013;23:00;48389;48700;48700;337;1042;566;40433;2969;0;10477;-18;719;-8139
31/07/2013;00:00;46260;45300;45400;336;1000;591;40136;2826;0;7618;-25;714;-6938
31/07/2013;01:00;40924;40400;40500;337;991;572;39679;2636;0;7052;-2181;739;-8903
31/07/2013;02:00;39682;40300;40200;336;990;575;39929;2367;0;7027;-2230;753;-10068
31/07/2013;03:00;37549;37200;37200;338;889;571;38644;2139;0;6973;-2158;767;-10615
31/07/2013;04:00;36040;35400;35600;338;866;568;38179;1908;0;6835;-2601;755;-10808
31/07/2013;05:00;36254;35700;36200;337;898;584;38767;1535;0;6801;-2595;760;-10834
31/07/2013;06:00;38463;37700;38500;336;1064;582;40676;1330;0;6876;-2265;752;-10889
31/07/2013;07:00;40694;39800;40200;338;1358;549;40954;984;19;7306;-1024;747;-10539
31/07/2013;08:00;44490;44100;45200;337;1687;578;41446;763;262;8909;-59;720;-10154
31/07/2013;09:00;47881;47600;48600;337;1666;567;41387;703;847;9970;-24;714;-8289
31/07/2013;10:00;50350;49800;50600;416;1530;583;41335;680;1454;9889;-24;716;-6232
31/07/2013;11:00;51606;51200;52000;417;1606;578;41322;637;1886;9727;-24;691;-5238
31/07/2013;12:00;52915;52600;53100;338;1694;578;41294;612;2309;10316;-24;697;-4902
31/07/2013;13:00;53196;53400;53900;337;1573;570;41050;538;2570;10127;-24;702;-4250
31/07/2013;14:00;52394;52400;52400;338;1511;576;40956;452;2682;9445;-44;688;-4211
31/07/2013;15:00;51834;51400;51600;336;1509;614;40902;404;2650;9235;-69;684;-4433
31/07/2013;16:00;50686;50100;50400;336;1460;618;41019;334;2506;8659;-59;689;-4878
31/07/2013;17:00;49865;49000;49400;337;1608;650;41294;288;2137;8938;-24;685;-6050
31/07/2013;18:00;49413;48200;48700;338;1687;667;41527;258;1640;9304;-24;682;-6668
31/07/2013;19:00;49935;49200;49600;338;1663;673;41542;225;984;10481;-24;688;-6636
31/07/2013;20:00;48277;47200;47600;337;1623;672;41394;206;318;10416;-25;704;-7371
31/07/2013;21:00;45709;44800;45100;338;1633;629;41439;233;31;10388;-25;698;-9658
31/07/2013;22:00;46286;45600;45900;337;1689;624;41494;434;0;10560;-22;705;-9536
31/07/2013;23:00;49670;49300;49500;338;1809;620;41699;671;0;11415;-19;734;-7598
01/08/2013;00:00;47198;46000;46500;336;1519;613;40863;1045;0;8656;-23;736;-6550
01/08/2013;01:00;41550;40900;40800;313;1246;646;40258;1387;0;7249;-1512;751;-8790
01/08/2013;02:00;40315;40500;40500;312;1162;644;40310;1537;0;7248;-2360;758;-9297
01/08/2013;03:00;38032;37700;37400;312;1124;649;39774;1661;0;7112;-2044;763;-11320
01/08/2013;04:00;36553;36300;35900;312;1057;627;39751;1760;0;6792;-2447;759;-12059
01/08/2013;05:00;36669;36500;36400;313;1086;634;39877;1818;0;6936;-2752;756;-12000
01/08/2013;06:00;38763;38600;38500;314;1295;607;41059;1918;0;7222;-2591;759;-11821
01/08/2013;07:00;40867;40800;40600;313;1698;619;41100;2022;19;7152;-1496;761;-11324
01/08/2013;08:00;44656;45000;44900;314;1776;630;42095;1851;293;8518;-385;754;-11192
01/08/2013;09:00;48439;48400;48600;313;1945;612;42328;1331;953;10264;-35;755;-10028
01/08/2013;10:00;50775;50800;50800;316;2279;619;42211;1075;1655;10284;-35;745;-8376
01/08/2013;11:00;52519;52300;52400;317;2365;626;42518;1214;2220;9921;-26;709;-7346
01/08/2013;12:00;53836;53600;53900;315;2220;632;42756;1472;2595;9964;-33;691;-6779
01/08/2013;13:00;54464;54400;54700;316;2084;593;42342;1715;2821;9224;-33;690;-5290
01/08/2013;14:00;53680;53000;53300;314;2016;577;42402;1819;2832;8685;-33;670;-5604
01/08/2013;15:00;53290;52300;52600;313;2229;580;42696;1847;2759;8449;-40;659;-6206
01/08/2013;16:00;52053;51400;51600;315;2095;567;42564;1819;2538;8211;-117;631;-6572
01/08/2013;17:00;51041;50100;50300;315;1975;567;42472;1829;2180;8546;-72;638;-7411
01/08/2013;18:00;50408;49800;50000;314;2096;569;43174;1847;1656;8735;-34;643;-8594
01/08/2013;19:00;50583;50300;50500;315;2118;568;43341;1697;970;10161;-32;638;-9196
01/08/2013;20:00;48734;48300;48600;313;2111;568;43404;1531;308;9795;-33;625;-9891
01/08/2013;21:00;46012;45900;46300;313;2041;569;43056;1798;31;8889;-31;633;-11292
01/08/2013;22:00;46767;46800;47300;313;2012;601;43144;2323;0;8581;-30;655;-10833
01/08/2013;23:00;49884;50200;50800;314;1894;605;42533;2513;0;9698;-29;675;-8320
02/08/2013;00:00;47341;47000;46600;313;1439;585;41718;2515;0;7586;-288;688;-7217
02/08/2013;01:00;41851;41500;41300;313;1228;586;42059;2281;0;6821;-1856;708;-10290
02/08/2013;02:00;40539;41000;40700;312;1208;598;42565;2027;0;6671;-2376;723;-11191
02/08/2013;03:00;38331;37800;37800;313;1168;591;41921;1847;0;6718;-2851;736;-12113
02/08/2013;04:00;36738;36400;36200;314;1083;597;41063;1826;0;6355;-2858;738;-12381
02/08/2013;05:00;36925;36800;36700;312;1070;583;41111;1748;0;6608;-2815;741;-12434
02/08/2013;06:00;38821;38900;38500;313;1064;612;42052;1665;0;6830;-2398;740;-12058
02/08/2013;07:00;40814;41600;40900;316;1173;605;41806;1759;19;7353;-660;729;-12289
02/08/2013;08:00;44524;45800;44600;313;1434;612;43098;1644;282;8695;-32;719;-12243
02/08/2013;09:00;47997;49300;48300;315;1421;570;43034;1242;830;10373;-29;727;-10487
02/08/2013;10:00;50375;51300;50600;313;1420;607;43212;1140;1414;10835;-30;700;-9239
02/08/2013;11:00;51789;52300;51900;314;1445;574;43492;1458;1944;10520;-32;704;-8631
02/08/2013;12:00;53030;53500;52900;320;1433;569;43615;1959;2349;9377;-32;685;-7247
02/08/2013;13:00;53570;54500;53900;315;1415;619;43190;2230;2658;9371;-36;684;-6880
02/08/2013;14:00;52314;52900;51900;315;1257;621;42899;2384;2746;7964;-36;692;-6529
02/08/2013;15:00;51469;52000;51000;313;1192;613;42965;2477;2591;7669;-364;682;-6672
02/08/2013;16:00;50235;50600;49600;315;794;608;42830;2401;2339;8066;-397;674;-7398
02/08/2013;17:00;49172;49500;48500;315;803;614;43022;2466;1944;8581;-420;684;-8840
02/08/2013;18:00;48891;49000;48000;315;852;602;43696;2518;1397;9309;-74;699;-10425
02/08/2013;19:00;48912;49500;48600;313;795;621;44635;2483;825;9883;-47;709;-11307
02/08/2013;20:00;46877;47200;46300;315;833;607;44337;2183;285;10360;-29;717;-12734
02/08/2013;21:00;44558;45300;44400;313;844;616;44213;1908;32;9126;-31;727;-13192
02/08/2013;22:00;45390;46200;45300;314;882;627;43665;1952;0;9558;-29;728;-12308
02/08/2013;23:00;48080;50100;49200;313;928;625;42103;2047;0;10383;-29;731;-9023
03/08/2013;00:00;45664;45600;45000;314;944;626;39986;1807;0;8662;-33;722;-7366
03/08/2013;01:00;40317;40200;39800;313;884;623;39293;2022;0;6173;-796;716;-8914
03/08/2013;02:00;38971;39400;39000;312;915;629;39619;2046;0;5892;-1251;721;-9914
03/08/2013;03:00;36548;36100;35700;313;836;625;39723;2070;0;5629;-2551;721;-10819
03/08/2013;04:00;34748;34400;34000;312;856;639;39793;1751;0;5468;-2869;715;-11918
03/08/2013;05:00;34197;33700;33500;313;924;620;39945;1539;0;5246;-2866;721;-12246
03/08/2013;06:00;34569;34300;34300;313;1061;627;39539;1445;0;5597;-2517;741;-12237
03/08/2013;07:00;34272;34200;34100;313;915;607;38642;1485;15;5749;-2356;753;-11853
03/08/2013;08:00;36390;36500;36500;314;924;623;38807;1338;236;5817;-1549;764;-10885
03/08/2013;09:00;39504;40100;39900;315;922;626;39108;1367;686;6175;-917;754;-9536
03/08/2013;10:00;42045;42600;42600;314;968;626;39401;1489;1206;7103;-450;754;-9369
03/08/2013;11:00;43278;43700;43500;313;1078;624;39601;1430;1703;7516;-818;759;-8931
03/08/2013;12:00;44517;45200;45400;313;1132;622;39672;1314;2072;7052;-871;749;-7540
03/08/2013;13:00;45989;47100;46500;314;1079;624;37852;1222;2310;7668;-26;747;-5803
03/08/2013;14:00;43973;44100;43800;314;1071;615;37458;1117;2355;6109;-872;727;-4922
03/08/2013;15:00;43155;43300;42800;313;1068;611;36604;980;2194;5972;-869;740;-4460
03/08/2013;16:00;42175;42200;41800;313;937;607;36978;890;2088;5635;-1179;738;-4835
03/08/2013;17:00;41430;41000;40600;313;360;604;36631;748;1759;6255;-591;743;-5394
03/08/2013;18:00;41641;41400;41200;314;503;616;37249;661;1361;6609;-476;751;-5949
03/08/2013;19:00;42537;42400;42300;314;500;631;37578;521;772;8047;-66;753;-6516
03/08/2013;20:00;41643;41500;41300;314;521;616;37659;387;291;8634;-74;748;-7455
03/08/2013;21:00;40102;39900;39600;314;655;569;37621;288;29;7758;-34;755;-7854
03/08/2013;22:00;41332;40900;40500;315;907;616;37611;281;0;8294;-33;762;-7423
03/08/2013;23:00;45043;45200;44700;313;883;607;37522;327;0;9974;-30;749;-5304
04/08/2013;00:00;43293;41700;42700;313;766;625;37682;341;0;7655;-29;765;-4825
04/08/2013;01:00;38369;37100;38100;313;905;635;38232;306;0;6056;-909;769;-7940
04/08/2013;02:00;37127;36700;37200;313;742;642;38024;316;0;5493;-895;780;-8291
04/08/2013;03:00;34643;33300;34200;312;638;646;38042;343;0;5231;-1712;767;-9625
04/08/2013;04:00;32979;31600;32700;312;681;646;38381;332;0;5097;-2691;757;-10537
04/08/2013;05:00;32265;30900;32100;312;670;646;38602;371;0;4952;-2689;771;-11372
04/08/2013;06:00;32338;30700;32300;313;660;647;38584;349;0;5005;-2689;766;-11298
04/08/2013;07:00;31291;29800;31000;312;645;645;38005;367;13;4985;-2862;760;-11583
04/08/2013;08:00;32705;31700;33100;313;648;641;38815;311;260;5125;-2966;763;-11207
04/08/2013;09:00;35213;34500;35800;314;649;624;39144;230;805;5348;-2492;760;-10171
04/08/2013;10:00;37622;37100;38200;314;652;625;39285;247;1402;5636;-1394;767;-9914
04/08/2013;11:00;39396;39100;39700;314;755;612;39561;311;1993;5921;-1529;755;-9301
04/08/2013;12:00;40732;40500;41700;313;773;618;39273;413;2407;6049;-1322;755;-8549
04/08/2013;13:00;42393;42800;43100;313;730;641;38972;468;2677;6160;-1174;750;-7146
04/08/2013;14:00;40090;39000;39800;314;663;629;37626;567;2742;5597;-1607;749;-7192
04/08/2013;15:00;38864;37600;38300;313;711;614;38198;598;2607;5317;-2329;747;-7917
04/08/2013;16:00;37833;36700;37500;313;695;614;38447;643;2440;5230;-2103;744;-9192
04/08/2013;17:00;37410;35700;36500;314;697;609;39020;636;2019;5255;-1648;744;-10238
04/08/2013;18:00;37973;36900;37600;313;701;612;39900;568;1502;5593;-850;744;-11114
04/08/2013;19:00;39344;38500;39000;313;802;609;39972;489;884;6803;-34;733;-11228
04/08/2013;20:00;40154;39600;40000;314;921;619;40134;306;294;8280;-63;738;-11390
04/08/2013;21:00;39852;39100;39500;314;1036;613;40179;223;30;8497;-71;745;-11717
04/08/2013;22:00;41588;40400;40900;315;1081;603;40221;243;0;8871;-29;745;-10462
04/08/2013;23:00;45265;44500;45000;312;936;617;40037;351;0;10662;-30;746;-8367
05/08/2013;00:00;42871;42000;42300;315;855;623;40047;426;0;6926;-31;747;-7039
05/08/2013;01:00;37756;37200;37600;313;640;615;39753;510;0;5858;-1677;723;-8981
05/08/2013;02:00;36658;36600;37000;313;656;620;40166;567;0;5685;-2199;733;-9885
05/08/2013;03:00;34500;34200;34200;312;620;609;40155;644;0;5244;-2374;737;-11449
05/08/2013;04:00;33184;32600;32800;314;624;611;39835;779;0;5173;-2900;738;-11992
05/08/2013;05:00;33568;33200;33500;314;628;616;39910;920;0;5346;-2894;725;-11999
05/08/2013;06:00;35661;35400;35900;313;812;595;41133;980;0;5434;-2755;721;-11573
05/08/2013;07:00;37295;37700;37600;313;1170;594;41475;1050;17;5672;-1521;715;-12193
05/08/2013;08:00;40636;41600;41200;314;1421;615;41558;1082;275;6699;-464;714;-11581
05/08/2013;09:00;44262;45400;44900;313;2007;653;42029;899;838;7242;-69;696;-10349
05/08/2013;10:00;46800;47600;47000;320;1980;668;41850;757;1430;8722;-29;682;-9582
05/08/2013;11:00;48256;48900;48500;315;1931;673;41871;905;1898;8364;-30;680;-8354
05/08/2013;12:00;49862;50000;50300;314;1760;669;41707;1227;2253;8032;-31;678;-6751
05/08/2013;13:00;50826;51200;51300;315;1921;611;41811;1387;2405;8148;-29;670;-6415
05/08/2013;14:00;49885;49300;49600;315;1940;603;41654;1589;2445;7901;-20;666;-7211
05/08/2013;15:00;49143;48300;48500;314;2310;597;41644;1661;2303;7292;-35;641;-7586
05/08/2013;16:00;47993;46900;47400;314;2676;622;40793;1699;2098;7158;-34;642;-7977
05/08/2013;17:00;46992;45600;46000;313;2662;619;40546;1907;1732;7219;-85;645;-8567
05/08/2013;18:00;46503;45200;45600;314;2792;620;40904;1961;1238;7717;-84;652;-9613
05/08/2013;19:00;47039;45900;46400;314;2725;611;41098;2028;730;8676;-33;678;-9791
05/08/2013;20:00;45866;44900;45400;314;2629;624;41782;2200;247;7728;-52;654;-10264
05/08/2013;21:00;43754;43000;43500;314;2568;633;41397;2393;25;7069;-71;664;-11242
05/08/2013;22:00;44414;44300;44700;314;2700;595;41268;2332;0;7489;-34;664;-10916
05/08/2013;23:00;47599;47600;48000;315;2697;570;41184;2104;0;8040;-31;667;-7949
06/08/2013;00:00;45030;44200;44100;314;2418;570;40338;1894;0;6300;-266;693;-7232
06/08/2013;01:00;39656;39400;39100;314;1617;570;40701;1767;0;5876;-1987;703;-9907
06/08/2013;02:00;38513;38900;38600;314;1612;575;41060;1387;0;5948;-2010;708;-11083
06/08/2013;03:00;36405;36100;35900;313;1665;577;40495;1219;0;5545;-2061;692;-12041
06/08/2013;04:00;34990;34400;34600;315;1655;578;40412;832;0;5311;-2701;706;-12119
06/08/2013;05:00;35139;34700;35000;315;1736;578;40799;597;0;5228;-2696;712;-12133
06/08/2013;06:00;36961;36500;36900;316;2059;577;41456;459;0;5608;-2282;702;-11935
06/08/2013;07:00;38568;38300;38400;315;2789;574;41302;310;15;6028;-1728;705;-11744
06/08/2013;08:00;41715;42400;42000;315;2811;592;41458;162;217;6404;-439;694;-10502
06/08/2013;09:00;44990;45700;45600;315;2905;615;41759;78;627;8280;-61;680;-10212
06/08/2013;10:00;47334;48200;47500;314;2752;615;41504;58;1132;8718;-40;664;-8385
06/08/2013;11:00;48635;49400;48900;312;2834;616;41495;51;1540;8614;-22;665;-7473
06/08/2013;12:00;49668;50700;50400;315;2876;618;41162;117;1828;8205;-21;655;-6089
06/08/2013;13:00;50281;51500;51300;315;2920;577;41087;126;1911;8674;-21;669;-5978
06/08/2013;14:00;49049;49600;49000;314;2796;572;41158;214;1946;7474;-22;670;-6075
06/08/2013;15:00;48256;49000;48300;315;2667;572;40872;174;1870;7318;-30;675;-6180
06/08/2013;16:00;47149;47600;47000;314;2628;573;41025;243;1785;6929;-35;661;-6977
06/08/2013;17:00;46211;46200;45600;313;2835;617;41047;338;1526;7726;-271;670;-8594
06/08/2013;18:00;45923;45800;45400;315;3041;598;41370;369;1068;8687;-33;684;-10178
06/08/2013;19:00;46525;46900;46900;314;3026;646;41983;332;571;8282;-34;687;-9285
06/08/2013;20:00;45186;45500;45500;315;2878;647;41945;299;195;8903;-33;684;-10649
06/08/2013;21:00;43194;43700;43700;314;2782;631;41997;417;16;8712;-56;679;-12303
06/08/2013;22:00;43628;44600;44600;314;2733;623;41961;676;0;8028;-53;674;-11330
06/08/2013;23:00;46525;47900;47900;314;2882;602;42100;937;0;7883;-35;677;-8837
07/08/2013;00:00;44131;44300;43700;313;2171;637;41091;1047;0;6546;-633;693;-7736
07/08/2013;01:00;38924;39600;38500;313;1614;638;40404;1432;0;6454;-1809;706;-10830
07/08/2013;02:00;37811;39400;38200;313;1569;639;40540;1090;0;6200;-2080;707;-11168
07/08/2013;03:00;35719;36300;35300;313;1473;642;40559;846;0;5847;-2402;703;-12263
07/08/2013;04:00;34304;34700;33900;314;1448;644;39156;867;0;5557;-1832;698;-12551
07/08/2013;05:00;34436;35000;34300;314;1458;649;39207;709;0;5527;-1827;700;-12301
07/08/2013;06:00;36286;36700;36500;313;1673;641;40149;814;0;5649;-1535;701;-12121
07/08/2013;07:00;38012;38600;38100;314;1939;647;40700;741;7;5928;-742;704;-12228
07/08/2013;08:00;41141;41900;41200;314;2527;648;41993;708;101;6511;-27;702;-12340
07/08/2013;09:00;44328;45200;44100;314;2735;645;42382;708;347;7509;-26;691;-10980
07/08/2013;10:00;46701;47500;46900;314;2836;655;42248;686;671;8607;-55;694;-9957
07/08/2013;11:00;47879;48700;47600;314;2946;641;42622;677;943;9633;-24;701;-10577
07/08/2013;12:00;49273;50000;49100;312;3032;652;42787;731;1122;10805;-24;717;-10863
07/08/2013;13:00;49129;51000;49700;315;2868;644;42654;867;1256;10011;-24;708;-10172
07/08/2013;14:00;47733;49100;47600;314;2794;602;42563;888;1271;8809;-24;702;-10187
07/08/2013;15:00;46860;48000;46900;313;2844;572;42484;883;1238;8109;-99;714;-10201
07/08/2013;16:00;45630;46500;45500;314;2871;571;42244;820;1120;7992;-26;705;-10984
07/08/2013;17:00;44663;45400;44500;317;2986;570;42467;824;877;7753;-23;713;-11825
07/08/2013;18:00;44408;45300;44600;314;2942;614;42595;681;577;8000;-23;735;-12030
07/08/2013;19:00;45327;46600;46000;315;2984;671;42964;547;392;8857;-31;740;-12114
07/08/2013;20:00;44057;45200;44700;315;2633;690;42716;587;164;8246;-32;740;-12004
07/08/2013;21:00;41961;43900;43400;315;2552;642;42555;603;19;7302;-32;740;-12738
07/08/2013;22:00;42295;44700;44300;315;2646;639;42608;800;0;6877;-63;741;-12270
07/08/2013;23:00;44964;47600;47200;314;2495;612;42159;796;0;8494;-31;741;-10617
08/08/2013;00:00;42939;43600;42200;313;1992;608;41591;725;0;6856;-456;730;-9423
08/08/2013;01:00;38182;38700;37400;314;1228;610;41413;707;0;6612;-2618;724;-10809
08/08/2013;02:00;36865;38400;37200;313;947;612;41808;724;0;6539;-2839;718;-11960
08/08/2013;03:00;34872;35200;34400;313;952;617;40324;743;0;6275;-2784;716;-12284
08/08/2013;04:00;33363;33500;32800;313;979;622;38540;640;0;6261;-2383;738;-12348
08/08/2013;05:00;33632;33800;33400;314;992;611;38643;797;0;6288;-2378;731;-12367
08/08/2013;06:00;35809;35800;35400;314;1015;611;39809;721;0;6421;-2073;733;-11744
08/08/2013;07:00;37344;37300;37300;314;1166;616;41529;693;2;6822;-1791;714;-12724
08/08/2013;08:00;40502;40700;40500;315;1883;611;42147;729;112;7289;-796;728;-12518
08/08/2013;09:00;43605;44100;43800;314;2356;644;42322;721;430;8547;-29;702;-12404
08/08/2013;10:00;45884;46300;45800;313;1899;656;42302;750;825;10083;-57;721;-11611
08/08/2013;11:00;47300;47500;47100;314;1853;647;42248;744;1295;10960;-30;723;-11458
08/08/2013;12:00;48085;48600;47900;314;2240;635;42259;765;1657;9866;-30;706;-10330
08/08/2013;13:00;48358;49800;48600;314;2342;643;42091;780;1858;8858;-30;729;-9230
08/08/2013;14:00;46990;47700;46400;313;2271;631;41871;837;2004;8492;-30;724;-10126
08/08/2013;15:00;46271;46800;45600;317;2212;645;41809;918;1933;8027;-29;717;-10280
08/08/2013;16:00;44921;45200;44100;310;2002;630;41967;1013;1724;8369;-30;731;-11797
08/08/2013;17:00;43954;44000;43000;311;2142;645;42199;975;1451;7519;-31;744;-12003
08/08/2013;18:00;43717;44300;43200;311;2091;630;41923;965;1085;7459;-31;751;-11469
08/08/2013;19:00;44581;45500;44200;311;2192;644;42178;920;660;8939;-31;766;-12000
08/08/2013;20:00;43274;44400;43200;314;2043;650;42147;944;241;8643;-30;757;-12438
08/08/2013;21:00;41184;42900;41700;313;2078;644;41678;888;19;7469;-42;763;-12628
08/08/2013;22:00;42219;43600;42500;313;1915;638;41946;915;0;8300;-55;761;-12516
08/08/2013;23:00;45264;46500;45400;312;1770;640;41670;953;0;10044;-97;767;-10795
09/08/2013;00:00;43197;42200;42200;312;1219;645;41298;932;0;7792;-214;775;-9563
09/08/2013;01:00;38097;37600;37400;312;1010;641;40799;926;0;7526;-1595;783;-12307
09/08/2013;02:00;37217;37300;37200;310;683;638;41560;961;0;7046;-2378;783;-12389
09/08/2013;03:00;34840;34100;34200;311;596;644;40126;973;0;6536;-2558;788;-12578
09/08/2013;04:00;33312;32700;32900;311;293;646;39064;903;0;6478;-2788;791;-12387
09/08/2013;05:00;33501;33100;33200;312;291;653;39327;951;0;6359;-2788;797;-12402
09/08/2013;06:00;35445;34800;35200;311;322;649;40784;1015;0;6577;-2527;795;-12482
09/08/2013;07:00;37068;36800;37100;312;354;660;42004;1191;9;6913;-2522;780;-12636
09/08/2013;08:00;40259;39600;40100;312;536;661;42943;1276;215;7319;-1229;768;-12545
09/08/2013;09:00;43297;42900;43400;311;564;662;43080;1150;673;8747;-34;769;-12627
09/08/2013;10:00;45605;45200;45400;313;533;651;43088;1150;1293;10176;-33;775;-12343
09/08/2013;11:00;46663;46200;46300;313;535;661;43008;1249;1809;10970;-60;760;-12585
09/08/2013;12:00;47629;47200;47300;312;510;667;43065;1528;2088;10706;-33;769;-11986
09/08/2013;13:00;48424;48300;48400;312;531;676;42958;1820;2304;10901;-33;767;-11815
09/08/2013;14:00;46678;46300;46100;312;365;684;42714;2041;2320;9891;-33;751;-12371
09/08/2013;15:00;45835;45300;45300;311;377;677;42720;2192;2363;9006;-34;754;-12535
09/08/2013;16:00;44326;43600;43400;312;384;661;42000;2389;2114;8759;-271;757;-12783
09/08/2013;17:00;43345;42600;42100;312;398;652;42322;2456;1836;7777;-593;736;-12552
09/08/2013;18:00;43218;42900;42400;312;394;664;42052;2343;1332;7896;-589;746;-11935
09/08/2013;19:00;43948;43800;43500;313;477;670;42044;2334;762;8901;-33;748;-12271
09/08/2013;20:00;42591;42500;42000;312;457;673;42008;2107;237;8274;-31;768;-12218
09/08/2013;21:00;40725;41300;40500;313;457;675;42185;1683;15;7575;-352;769;-12596
09/08/2013;22:00;41935;42200;41600;313;482;680;41986;1594;0;7690;-32;774;-11553
09/08/2013;23:00;45026;45000;45000;312;464;628;42124;1646;0;9905;-66;789;-10779
10/08/2013;00:00;42930;41900;41900;312;412;670;41375;1761;0;7558;-31;787;-9917
10/08/2013;01:00;37770;37200;37100;311;273;672;40391;1603;0;5901;-1719;787;-10451
10/08/2013;02:00;36539;36500;36600;311;-38;670;39936;1485;0;5641;-2059;787;-10196
10/08/2013;03:00;34076;33400;33300;312;-39;667;38551;1412;0;5351;-2367;794;-10606
10/08/2013;04:00;32384;31800;31900;312;-39;669;37380;1251;0;5308;-2853;787;-10432
10/08/2013;05:00;31977;31400;31700;312;-41;667;36975;1182;0;5303;-2849;789;-10361
10/08/2013;06:00;32662;32200;32500;312;-37;668;37573;1057;0;5251;-2609;799;-10352
10/08/2013;07:00;32329;31900;32000;313;-37;675;37430;978;8;5401;-2815;801;-10427
10/08/2013;08:00;34180;34200;34400;313;-36;668;38333;897;228;5639;-2575;800;-10089
10/08/2013;09:00;37220;37100;37700;312;-36;671;39849;662;761;5971;-1358;789;-10402
10/08/2013;10:00;39691;39400;39800;314;-30;669;40607;719;1366;6809;-559;777;-10984
10/08/2013;11:00;41020;40300;41100;313;-36;673;40773;917;1881;7161;-370;762;-11056
10/08/2013;12:00;42273;41800;42200;311;-36;672;40789;974;2246;7670;-658;752;-10449
10/08/2013;13:00;43841;43400;44000;312;-35;666;40843;1097;2477;7847;-1184;755;-8940
10/08/2013;14:00;41580;40600;41200;313;-35;671;39090;1083;2623;6278;-1182;754;-8016
10/08/2013;15:00;40578;40000;40400;313;-36;669;38753;1087;2552;5842;-1647;754;-7713
10/08/2013;16:00;39341;38900;39200;313;-36;656;39235;1106;2418;5544;-1822;731;-8805
10/08/2013;17:00;38511;37600;37800;313;-31;655;39730;1114;2102;5626;-1774;752;-9976
10/08/2013;18:00;39093;38000;38300;313;-30;657;40423;1080;1566;5793;-1349;742;-10104
10/08/2013;19:00;39999;39500;39800;313;-28;600;41380;1051;893;6580;-933;742;-10600
10/08/2013;20:00;39287;38500;38800;312;-30;581;41426;1012;248;6744;-769;743;-10981
10/08/2013;21:00;37893;37500;37800;311;-31;613;40864;960;14;6271;-976;773;-10908
10/08/2013;22:00;39618;38700;38900;313;-28;595;41064;1065;0;6757;-319;774;-10603
10/08/2013;23:00;43017;42700;42900;312;-27;600;41706;1178;0;9355;-54;789;-10843
11/08/2013;00:00;41416;40100;40700;312;-26;649;41777;1043;0;7205;-77;787;-10255
11/08/2013;01:00;36636;35600;36300;311;-27;684;39577;982;0;5605;-868;776;-10405
11/08/2013;02:00;35367;35000;35600;312;-25;653;38242;796;0;5333;-1230;795;-9509
11/08/2013;03:00;32840;32100;32500;312;-28;629;36210;635;0;5051;-1735;782;-9016
11/08/2013;04:00;31097;30700;30900;312;-27;666;35954;564;0;5010;-2829;767;-9320
11/08/2013;05:00;30437;30200;30300;312;-27;630;35101;550;0;5069;-2184;766;-9780
11/08/2013;06:00;30590;30600;30600;313;-26;661;34820;591;0;4946;-2329;757;-9144
11/08/2013;07:00;29632;29600;29500;311;-26;663;34424;664;8;4718;-2340;766;-9558
11/08/2013;08:00;30863;31100;31400;313;-25;643;35520;687;224;4644;-2434;764;-9474
11/08/2013;09:00;33430;33800;33900;312;-20;668;37082;560;821;4854;-2090;756;-9514
11/08/2013;10:00;36063;35900;36400;314;-19;663;37367;511;1511;5138;-1148;749;-9025
11/08/2013;11:00;37558;37500;37700;312;-22;664;37496;564;2086;5596;-850;731;-9021
11/08/2013;12:00;38928;38800;39200;312;-29;667;37632;602;2419;5962;-710;718;-8646
11/08/2013;13:00;40682;40600;41300;312;-31;668;36763;593;2669;6377;-398;714;-6988
11/08/2013;14:00;38058;37100;37700;312;-31;671;35048;606;2665;4976;-1286;712;-5616
11/08/2013;15:00;36911;35800;36300;312;-24;657;35830;613;2559;4921;-2830;704;-5831
11/08/2013;16:00;35621;34700;35100;312;-31;671;36316;664;2318;4867;-2343;688;-7843
11/08/2013;17:00;35066;33800;34100;312;-24;672;37536;664;1946;4993;-1737;706;-10002
11/08/2013;18:00;35632;34900;35200;312;-24;668;37911;695;1451;5215;-1465;705;-9838
11/08/2013;19:00;37294;36600;37000;312;-25;667;39535;616;810;5346;-436;706;-10238
